InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
311c5e81-413d-4a5c-9adf-43dc451631ec,0,Earl woke up early to make some coffee.,"""Earl woke up late to make some coffee.""",Earl woke up early to make some coffee. He wanted to be alert for work that day. The aroma woke up all his roommates. They wanted to make coffee too.,"""Earl woke up late to make some coffee."" He wanted to be alert for work that day. The aroma woke up all his roommates. They wanted to make coffee too."
85aa71fa-2e8e-41ff-908f-7e6bc886d306,1,So she decided to go to the mall.,She decided she would go to the school.,Ashley got back her tax return. So she decided to go to the mall. Ashley and her roommate drove to the mall. They went from store to store trying things on.,Ashley got back her tax return. She decided she would go to the school. Ashley and her roommate drove to the mall. They went from store to store trying things on.
9899663b-83b3-4ddd-86a3-c88dc4ed99aa,0,Sam was an exceptional ice skater.,Sam was an amateur ice skater.,"Sam was an exceptional ice skater. One day, Sam decided to try hockey. He and his friend practiced together every chance they could. They went to tryouts and were proud of how well they played.","Sam was an amateur ice skater. One day, Sam decided to try hockey. He and his friend practiced together every chance they could. They went to tryouts and were proud of how well they played."
1ab00dea-63c3-48da-af75-fe5398714841,2,Their team got off to an early lead.,Their team got off to a late lead.,It was Tyrone's big football game. He was the quarterback for the team. Their team got off to an early lead. They were trailing with a minute left on the clock.,It was Tyrone's big football game. He was the quarterback for the team. Their team got off to a late lead. They were trailing with a minute left on the clock.
ae3cc740-cef2-4599-8755-d40140e9a341,2,They started responding to each other's names.,They refused to respond to each other's names.,"Amy and Abby were identical twins. When they were eight, they decided to play a trick on their mom. They started responding to each other's names. They wore each other's clothes.","Amy and Abby were identical twins. When they were eight, they decided to play a trick on their mom. They refused to respond to each other's names. They wore each other's clothes."
d0e1bcdc-12dc-47ee-a405-16b977eb0dc6,0,Ritz was born in a large litter of twelve other puppies.,Ritz was born in a large litter of twelve smaller puppies.,"Ritz was born in a large litter of twelve other puppies. When he was eight weeks old, he was given away to a lovely family. They raised him well and he led a very happy life. Things changed one day for Ritz when his owner got cancer.","Ritz was born in a large litter of twelve smaller puppies. When he was eight weeks old, he was given away to a lovely family. They raised him well and he led a very happy life. Things changed one day for Ritz when his owner got cancer."
51f25891-fad4-4987-8c0e-cb73fcb12d36,0,Shane and John were best friends at school.,John and Shane were enemies at school.,Shane and John were best friends at school. Shane was caught stealing and got suspended from school. John was not allowed to be friends with Shane anymore. this bothered John greatly but his mom explained the reasons.,John and Shane were enemies at school. Shane was caught stealing and got suspended from school. John was not allowed to be friends with Shane anymore. this bothered John greatly but his mom explained the reasons.
358731b2-3dd3-4813-a7df-f1c06bcc1fd2,0,Fanny is new at school.,Fanny is used to school.,Fanny is new at school. She is from England. Many kids do not understand her accent. This made Fanny sad.,Fanny is used to school. She is from England. Many kids do not understand her accent. This made Fanny sad.
a13c7259-db93-44de-8516-466ae7ac9571,1,His mom had a hard time explaining to his brother what that meant.,His mom had a hard time explaining to his brother what that meant .,"Kennan was born with a proprioceptive disorder. His mom had a hard time explaining to his brother what that meant. Because Kallen didn't understand, the boys fought a lot. This made things very hard for the family.","Kennan was born with a proprioceptive disorder. His mom had a hard time explaining to his brother what that meant . Because Kallen didn't understand, the boys fought a lot. This made things very hard for the family."
3d361a22-e042-4a84-9489-f55647066778,0,Tim loves to drink coffee.,Tim hates to drink coffee.,Tim loves to drink coffee. He goes to the same place every morning and orders the same coffee. He goes there so much that the barista already has his order made. This makes things very convenient for Tim and he gives her good tips.,Tim hates to drink coffee. He goes to the same place every morning and orders the same coffee. He goes there so much that the barista already has his order made. This makes things very convenient for Tim and he gives her good tips.
1357c723-40be-40e8-8f3b-04346de12719,0,A group of religious pilgrims took a trip to a shrine.,A group of religious pilgrims took a trip to a church.,"A group of religious pilgrims took a trip to a shrine. The journey was long and arduous. On arriving, they found a gift shop there. This struck them as highly inappropriate.","A group of religious pilgrims took a trip to a church. The journey was long and arduous. On arriving, they found a gift shop there. This struck them as highly inappropriate."
c6e4a2b6-889c-4cfc-aee8-3d9c9383ab55,1,His teacher told him he had a test on Friday.,His teacher told him he'd have a test on Friday.,"Tim didn't like school very much. His teacher told him he had a test on Friday. If he didn't pass this test, he could not go on the class trip. Tim decided to play with his kites instead of study for the test.","Tim didn't like school very much. His teacher told him he'd have a test on Friday. If he didn't pass this test, he could not go on the class trip. Tim decided to play with his kites instead of study for the test."
9a82a39b-5aaa-4cda-9548-00908bf18729,2,He didn't see the huge pothole in the middle of the road.,He did see the huge pothole in the middle of the road.,"Tim was always on his bike during the summer. He was riding fast down his local street one day. He didn't see the huge pothole in the middle of the road. Tim rode right into the pothole, flipping his bike.","Tim was always on his bike during the summer. He was riding fast down his local street one day. He did see the huge pothole in the middle of the road. Tim rode right into the pothole, flipping his bike."
724d80e8-dc0f-4a3c-95b9-9b9de77b0ff1,0,Tim loved to swim with tuna deep in the ocean.,"Tim hated to swim with tuna deep in the ocean.""",Tim loved to swim with tuna deep in the ocean. He would never hurt or try to catch them. One day a fishing boat came to the home of the tuna. Tim tried to dive down the next day with the tuna.,"Tim hated to swim with tuna deep in the ocean."" He would never hurt or try to catch them. One day a fishing boat came to the home of the tuna. Tim tried to dive down the next day with the tuna."
8aaf8d73-84a5-4d37-873e-57aea5105a4b,2,She chose nine pairs of jeans to try on.,""" She chose nine pairs of socks to try on.""","Jane visited Old Navy to purchase new jeans. She was excited by their selection. She chose nine pairs of jeans to try on. To her dismay, none of the jeans fit.","Jane visited Old Navy to purchase new jeans. She was excited by their selection. "" She chose nine pairs of socks to try on."" To her dismay, none of the jeans fit."
